"1,000 Venture Capital Firms",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,VC Firm,Website,Countries,Cities,Industries,Stages,Founded Year,Name of Founders,# of Investments,# of Exits,Min Check Size,Max Check Size,Funds Raised,Contact Information
,Vertex Ventures HC,https://vertexventureshc.com,USA,"Palo Alto, San Francisco","Biotech, Healthcare, Health & Wellness",Early Stage,2013,"Lori Hu, Christine Brennan",35,9,,,"$320,000,000",hello@vertexventureshc.com
,Verve Venture,https://www.verve.vc/investiere-launch/,"Switzerland, Germany, France","Berlin, Zürich, Cambridge, Paris, Lausanne","Big Data & Analytics, SaaS, E-Commerce, Human Resources","Seed, Series A, Series B",2010,Lukas Weber,210,26,"€500,000","€5,000,000","€250,000,000",info@verve.vc
,Viola Ventures,https://www.viola-group.com/,Israel,Herẕliyya,"AI & ML, Biotech, Cybersecurity, Enterprise, InsurTech, Proptech & Real Estate, Internet & Mobile, Media, Travel & Hospitality, Climate & Sustainability, DTC, Automative, Agriculture, SaaS","Early Stage, Seed, Series A, Series B",2000,"Avi Zeevi, Shlomo Dovrat",243,50,"$500,000","$10,000,000","$1,300,000,000",info@viola.vc
,Vision Ventures,https://visionventures.vc,Slovakia,Bratislava,"Legal, Crypto & Blockchain, Cloud, E-Commerce, Productivity, Human Resources, AI & ML","Pre-Seed, Seed",2019,Tomáš Bél,18,1,"€100,000","€800,000","€1,000,000",hello@visionventures.vc
,Visionaries Club,https://visionaries.vc,Germany,Berlin,"SaaS, Fintech, Automation","Early Stage, Late Stage, Seed",2019,"Robert Lacher, Sebastian Pollok",27,1,"€250,000","€5,000,000","€170,000,000",hi@visionariesclub.vc
,VitalizeVC,https://vitalize.vc,USA,"Chicago, San Francisco, Los Angeles","Enterprise, SaaS","Early Stage, Pre-Seed, Seed",2017,"Gale Wilkinson, Caroline Casson",35,2,"$50,000","$750,000","$16,300,000",caroline@vitalize.vc
,VMG Partners,https://vmgpartners.com,USA,San Francisco,"Consumer, Food & Beverage, DTC, Health & Wellness","Series A, Series B",2005,"David Baram, Kara Roell",36,2,"$10,000,000","$50,000,000","$2,800,000,000",info@vmgpartners.com
,Voima Ventures,https://voimaventures.com,Finland,Helsinki,"IoT, Life Sciences, AI & ML, Manufacturing","Series A, Series B",2019,"Inka Mero, Marko Viinikka, Mikko Kumpulainen",19,1,"€100,000","€5,000,000","€50,000,000",hello@voimaventures.com
,Volta Ventures,https://www.volta.ventures/,"Netherlands, Belgium","Amsterdam, Gent","Deep Tech & Hard Science, Fintech, Devops, Healthcare, Proptech & Real Estate, Gaming, Cybersecurity, Travel & Hospitality, Hardware & Industrials, SaaS","Seed, Early Stage",2014,"Frank Maene, Sander Vonk",30,8,"€300,000","€2,000,000","€100,000,000",info@voltaventures.eu
,VOPNE Capital,https://vopne.com,USA,"San Francisco, Mill Valley","Industrial, Manufacturing",Late Stage,2013,Jim Bloom,9,4,"$5,000,000","$35,000,000","$109,000,000",info@vopne.com
,VSquared Ventures,https://vsquared.vc,Germany,Munich,"Deep Tech & Hard Science, Aerospace & Space, AI & ML, Robotics, Enterprise, SaaS","Early Stage, Seed",2020,"Herbert Mangesius, Thomas Oehl",20,,,,"€65,000,000",future@vsquared.vc
,VTF Capital,https://vtfcapital.com,USA,"San Francisco, Los Angeles, Las Vegas","E-Commerce, DTC","Pre-Seed, Seed",2012,Zach Ware,178,32,"$200,000","$1,000,000","$88,000,000",
,W Ventures,https://wventuresllc.com/,Germany,"Berlin, Dortmund","Enterprise, Industrial, DTC, Cybersecurity, Healthcare, Transportation, Proptech & Real Estate, SaaS, Fintech, InsurTech, Supply Chain & Logistics, Media, Manufacturing, Energy, Marketing","Seed, Early Stage",2013,Jochen M. Wilms,37,7,,,,Info@wventures.de%20
,Walden Catalyst,https://waldencatalyst.com/,USA,San Francisco,"AI & ML, Deep Tech & Hard Science, Cloud, Biotech, Fintech","Seed, Early Stage, Late Stage",2021,"Lip-Bu Tan, Young Sohn",560,,"$1,000,000","$25,000,000","$3,500,000,000",
,Wavemaker Partners,https://wavemaker.vc,"USA, Singapore","Singapore, El Segundo","Consumer, Deep Tech & Hard Science, Enterprise, Media","Seed, Early Stage",2003,"David Siemer, Eric Manlunas, Paul Santos",489,58,"$150,000","$350,000","$446,500,000",info@wavemaker.vc
,Wellington Partners Venture Capital,https://wellington-partners.com/,Germany,"Munich, Zürich",Healthcare,"Seed, Series A, Series B",1998,Rolf Christof Dienst,225,57,"€2,000,000","€20,000,000","€1,100,000,000",businessplan@wellington-partners.com
,Western Technology Investment,https://westerntech.com,USA,Portola Valley,"Climate & Sustainability, Consumer, Education, Enterprise, Fintech, Food & Beverage, Hardware, Health & Wellness, Travel & Hospitality, Media, Gaming, Proptech & Real Estate, Social, Transportation, Future of Work, InsurTech, Infrastructure","Early Stage, Late Stage, Seed",1980,Ron Swenson,380,128,,,"$375,000,000",info@westerntech.com
,White Star Capital,https://whitestarcapital.com,"USA, Singapore, United Kingdom, France, Japan, China","New York, Singapore, London, Montréal, Paris, Tokyo, Hong Kong","Healthcare, Internet & Mobile, Fintech, SaaS, Marketplace, DTC, Mobility, Productivity","Seed, Late Stage, Series A, Series B",2007,Eric Martineau-Fortin,142,27,"$1,000,000","$6,000,000","$120,000,000",info@whitestarcapital.com
,Willmach,https://willmach.com,Denmark,Copenhagen,"E-Commerce, Consumer, SaaS, Enterprise, Healthcare","Early Stage, Pre-Seed, Seed, Series A",2018,Denis Fedoryaev,,,,"€500,000",,connect@willmach.com
,Willow Growth Partners,https://willowgrowth.com/,USA,Los Angeles,"Consumer, DTC, Health & Wellness, Food & Beverage",Early Stage,2020,"Deborah Benton, Amanda Schutzbank",30,1,"$750,000","$12,500,000","$28,000,000",hello@willowgrowth.com
,Wireframe Ventures,https://wireframevc.com,USA,San Francisco,"AI & ML, Automation, Climate & Sustainability, Healthcare","Seed, Pre-Seed",2016,"Paul Straub, Harsh Patel",29,4,"$500,000","$2,000,000",,info@wireframevc.com
,WISC Partners,https://wiscpartners.com/,USA,Madison,"Healthcare, Internet & Mobile, Industrial, Agriculture","Early Stage, Late Stage",2013,"Mike Splinter, David Guinther",11,1,"$5,000,000","$25,000,000",,
,Wollef,https://wollefvc.com/,Mexico,Mexico City,"Fintech, Supply Chain & Logistics, Food & Beverage, Proptech & Real Estate, SaaS, E-Commerce, Marketplace, Advertising, Healthcare",Early Stage,2013,"Cristóbal Perdomo, Eric Pérez-Grovas",32,3,,,"$35,000,000",info@wollefvc.com
,Workday Ventures,https://ventures.workday.com/,USA,San Francisco,"Consumer, Entertainment, Media, Marketplace, AI & ML, SaaS",Late Stage,2018,Mark Peek,84,16,,,"$250,000,000",
,World Fund,https://www.worldfund.vc/,Germany,Berlin,"Climate & Sustainability, Transportation, Manufacturing, Energy, Agriculture","Seed, Series A, Series B",2021,Tim Schumacher,6,,"€1,000,000","€3,000,000","€350,000,000",brightfuture@worldfund.vc
,World Innovation Lab (WiL),https://wilab.com/,"USA, Japan","Palo Alto, Tokyo","Enterprise, SaaS, Fintech, InsurTech, Automation, Productivity, Cloud, Cybersecurity, Developer Tools, Climate & Sustainability, Healthcare",Late Stage,2013,"Gen Isayama, Masataka Matsumoto, Shinichi Saijo",127,18,"$5,000,000","$30,000,000","$1,900,000,000",contact@wilab.com
,X21 Digital,https://x21digital.com/,Singapore,Singapore,Crypto & Blockchain,Any,2020,,51,0,,,"$3,800,000",admin@x21digital.com
,XAnge Capital Fund,https://www.xange.vc/,"France, Germany","Paris, Berlin, Munich","Deep Tech & Hard Science, Cybersecurity, Big Data & Analytics","Early Stage, Late Stage",2004,François De La Villardière,118,40,"€1,000,000","€10,000,000","€573,000,000",contact@xange.fr
,XFactor Ventures,https://www.xfactor.ventures/,USA,New York,"Deep Tech & Hard Science, Health & Wellness, Fintech, Consumer, DTC, E-Commerce","Seed, Pre-Seed",2017,"Anna Palmer, Aubrie Pagano, Chip Hazard, Danielle Morrill, Erica Brescia",74,3,"$100,000","$150,000","$11,600,000",hello@xfactor.ventures
,Xfund,https://www.xfund.com/,USA,"Cambridge, Palo Alto","AI & ML, Enterprise, Biotech, Consumer, Energy",Early Stage,2011,"Patrick Chung, Brandon Farewell",55,10,,,"$120,000,000",start@xfund.com
,XTech Ventures,https://xtech-ventures.co.jp,Japan,Tokyo,"Any, SaaS, AR & VR","Early Stage, Seed",2018,"Shinichi Saijo, Hiroki Teshima",50,1,"¥20,000,000","¥500,000,000",,info@xtechventures.com
,Y Combinator,https://ycombinator.com,USA,Mountain View,"Enterprise, SaaS, Big Data & Analytics, Productivity, DTC, Cybersecurity, Supply Chain & Logistics, Education, Consumer, Food & Beverage, Gaming, Future of Work, Social, Transportation, Travel & Hospitality, AR & VR, Healthcare, Health & Wellness, Biotech, Fintech, InsurTech, Industrial, Aerospace & Space, Climate & Sustainability, Robotics, Government Technology, Manufacturing, Infrastructure, Legal, Marketing, Agriculture, Automative, Energy","Seed, Early Stage, Pre-Seed, Series A",2005,"Jessica Livingston, Lucas Thomaz, Paul Graham, Raffaele Colella, Robert Morris, Trevor Blackwell",4469,444,"$500,000",,,info@ycombinator.com
,Y Soft Ventures,https://www.ysoft.com/en/company/about-y-soft/ysoft-ventures,"Czechia, Hungary, United Kingdom, France, USA, Israel, United Arab Emirates, China, Japan, Singapore, Australia","Brno, Budapest, London, Paris, Grapevine, Tel Aviv-Yafo, Dubai, Shanghai, Kōbe, Singapore, Sydney","Internet & Mobile, Cybersecurity, AR & VR, IoT, Big Data & Analytics","Early Stage, Seed",2016,"Václav Muchna, Martin De Martini",11,1,"$350,000","$2,000,000","$4,500,000",info@ysoft.com
,Yaletown Partners,https://yaletown.com/,Canada,"Vancouver, Calgary, Toronto, Montréal","AI & ML, IoT, SaaS","Series A, Late Stage, Series B",2001,"Hans Knapp, Steve Hnatiuk",75,19,"$2,000,000","$5,000,000","$110,000,000",info@yaletown.com
,YL Ventures,https://ylventures.com,USA,Tel Aviv-Yafo,"Cybersecurity, Enterprise, Crypto & Blockchain, IoT, Cloud","Seed, Early Stage",2007,"Yoav Andrew Leitersdorf, John G. Quigley",53,10,,,"$668,700,000",info@ylventures.com
,Ysios Capital,https://ysioscapital.com,Spain,"Barcelona, San Sebastián de los Reyes","Life Sciences, Biotech",Series A,2008,Joël Jean-Mairet,61,16,,"€20,000,000","€260,000,000",ysios@ysioscapital.com
,ZAKA Ventures,https://zaka.vc,"Czechia, Serbia, Germany, Slovakia, Slovenia, Bulgaria, Austria","Prague, Belgrade, Berlin, Bratislava, Ljubljana, Varna, Vienna",Fintech,"Pre-Seed, Seed",2019,Madis Alesmaa,20,,,,,hey@zaka.vc
,ZhenFund,https://en.zhenfund.com/,"China, USA","Beijing, Shanghai, Shenzhen, San Francisco","E-Commerce, Consumer, Education, AI & ML, Enterprise, Internet & Mobile, Media, Hardware, AR & VR, Fintech, Healthcare, Entertainment, Sports","Early Stage, Seed",2011,"Bob Xiaoping Xu, Victor Wang",762,51,"$250,000","$2,000,000","$1,000,000,000",dream@zhenfund.com
,Zigg Capital,https://ziggcap.com,USA,New York,"Proptech & Real Estate, Fintech",Early Stage,2018,Dave Eisenberg,46,1,,,"$225,000,000",hello@ziggcap.com
,Zino Growth Fund,https://www.zino.co.nz/growth-fund/,New Zealand,Auckland,"Internet & Mobile, Media, Climate & Sustainability, Biotech, Healthcare, Food & Beverage, Agriculture, Fintech","Series A, Series B",2016,James (Jimmy) Wu,7,1,"$1,000,000","$2,000,000",,info@zino.co.nz
,Zone Startups Ventures,https://ventures.zonestartups.com/,Vietnam,Ho Chi Minh City,"Internet & Mobile, Enterprise, SaaS",Seed,2018,Matt Saunders,11,,,,"$28,000,000",
,ZX Ventures,https://zx-ventures.com,USA,New York,"Climate & Sustainability, E-Commerce, Food & Beverage, AI & ML, DTC","Seed, Series A, Series B, Series C",2015,"Jeltsin Neckebroek, Mark Roberts",26,1,,"$4,000,000",,
,Super Capital,https://www.supercapital.vc/,France,Paris,"SaaS, E-Commerce, Marketplace, Consumer","Early Stage, Pre-Seed, Seed, Series A",2020,"Corentin Orsini, Thibaut Gimenez, Frédéric Bouleuc",160,,"€50,000","€300,000","€40,000,000",dealflow@supercapital.vc
,Unrest,https://www.unrest.world/,United Kingdom,London,"Consumer, DTC",Pre-Seed,2020,Orr Vinegold,,,,"£33,000",,be@unrest.world
,Banana Capital,https://www.bananacapital.vc/,USA,Ann Arbor,"Consumer, DTC, Social","Seed, Pre-Seed",2021,"Turner Novak, Olivia Deng",58,,"$250,000","$750,000",,turner@bananacapital.vc
,ABC Dream Ventures,http://adventures.co.jp/,Japan,Ōsaka,"Media, Entertainment, AR & VR","Early Stage, Growth, Late Stage",2015,Akihiro Ueda,34,,,,"¥1,800,000,000",contact@adventures.co.jp
,Alfabeat,https://alfabeat.com/,"Poland, Luxembourg","Gdańsk, Warsaw, Luxembourg","Enterprise, SaaS","Seed, Early Stage",2017,"Bartosz Lipnicki, Jan Wyrwiński",15,,"€250,000","€1,000,000",,info@alfabeat.com
,01 Ventures,https://www.01ventures.com/,"United Kingdom, Netherlands","London, Amsterdam","Deep Tech & Hard Science, Automation, Big Data & Analytics, AI & ML","Early Stage, Growth",2015,"Chris Haley, Correy Voo, Eeswaran Navaratnam, Ton van 't Noordende",3,1,,,,
,808 Ventures,https://www.808ventures.vc/,"USA, United Kingdom, Australia","Perth, San Francisco, London","AI & ML, Robotics, SaaS, Crypto & Blockchain, Industrial, Health & Wellness, Climate & Sustainability, Aerospace & Space, Proptech & Real Estate, Fintech","Seed, Series A, Growth",2016,"Gary Macbeth, Art Caisse",17,1,,"500,000",,
,4490 Ventures,http://4490ventures.com/,USA,Madison,"Crypto & Blockchain, SaaS, Enterprise",Early Stage,2014,Dan Malven,,,"$6,000,000","$10,000,000",,info@4490ventures.com
,Abies Venture,https://abies.vc/,Japan,"Tokyo, Kyōto",Deep Tech & Hard Science,Early Stage,2017,Fuyuki Yamaguchi,12,,,,"¥4,000,000,000",
,Act One Venture,https://actoneventures.com/,USA,Los Angeles,"E-Commerce, SaaS, Fintech","Pre-Seed, Seed",2016,Michael Silton,22,3,"$300,000","$1,000,000",,info@actoneventures.com
,Enlightenment Capital,https://enlightenment-cap.com/,USA,"Washington, Chevy Chase","Government Technology, Aerospace & Space",Late Stage,2012,Devin Talbott,56,17,"$5,000,000","$25,000,000","$477,000,000",info@enlightenment-cap.com
,iAngels,https://iangels.com,Israel,Tel Aviv-Yafo,"AR & VR, AI & ML, Crypto & Blockchain, Consumer, Cybersecurity, E-Commerce","Early Stage, Seed, Series A, Series B",2014,"Shelly Hod Moyal, Mor Assia, David Assia",100,24,,,"$16,300,000",contact@iangels.co
,Impact46,https://impact46.sa/,Saudi Arabia,Riyadh,"Supply Chain & Logistics, Fintech, Marketplace, Healthcare, DTC","Seed, Series A",2019,Abdulaziz Alomran,40,4,"SR500,000","SR7,000,000","SR24,000,000",info@impact46.sa
,Infravia Capital,https://infraviacapital.com,France,Paris,Government Technology,"Late Stage, Growth",2008,Vincent Levita,72,25,"€15,000,000","€50,000,000","€500,000,000",+33 (0)1 40 68 17 01
,Alven,https://alven.co/,France,Paris,"Marketplace, Productivity, Developer Tools, AI & ML, Consumer, Social, Entertainment, Fintech, Health & Wellness","Seed, Series A",2000,"Guillaume Aubin, Charles Letourneur",160,70,,"€15,000,000","€720,000,000",
,Chrysalis Capital,https://thechrysaliscapital.com,"Nigeria, USA, United Kingdom, India","Lagos, London, New York","Healthcare, Fintech, Enterprise","Early Stage, Seed, Series A",2019,Nichole Yembra,10,,,,,general@thechrysaliscapital.com
,CIP Capital,https://cip-capital.com,USA,New York,"Enterprise, Big Data & Analytics, Developer Tools, Healthcare, Education, Future of Work, Marketing","Late Stage, Growth",2010,Scott Marden,17,10,"$25,000","$125,000,000","$187,500,000",info@cip-capital.com
,Maya Capital,https://www.maya-cap.com/,Brazil,São Paulo,"Healthcare, InsurTech, Proptech & Real Estate, Fintech, Marketplace, SaaS, Food & Beverage, Supply Chain & Logistics, Internet & Mobile, E-Commerce, Education, AI & ML, Cybersecurity, Social, Crypto & Blockchain","Early Stage, Seed, Series A",2018,"Lara Lemann, Monica Saggioro",34,1,,,"£100,000,000",contact@maya.capital
,Novo Holdings,https://novoholdings.dk,"Denmark, USA, Singapore","Copenhagen, San Francisco, Boston, Singapore","Life Sciences, Biotech, Healthcare","Early Stage, Late Stage",1999,"Kasim Kutay, Lars Rebien Sørensen",117,55,,,"€12,800,000,000",cims@novo.dk
,Rhodium,https://www.rhodium.co.il/,Israel,Herẕliyya,"AI & ML, Internet & Mobile, Social, DTC","Early Stage, Seed",1999,Daniel Recanati,26,12,,,,startups@rhodium.co.il
,SAIF Partners,https://www.sbaif.com/,"Hong Kong, China","Hong Kong, Beijing, Shanghai","Healthcare, Consumer, Climate & Sustainability, SaaS","Early Stage, Late Stage, Seed",2001,Andrew Yan,153,57,"$10,000,000","$100,000,000","$1,100,000,000",info@sbaif.com
,Sentica Partners,https://sentica.fi/en/frontpage/,Finland,Helsinki,"Industrial, SaaS",Other,2004,Mika Uotila,119,56,"€10,000,000","€100,000,000","€500,000,000",+358 207 529610
,Soho Square,https://www.soho-sq.com/,United Kingdom,London,Media,"Growth, Late Stage",2015,"Stephen Edwards, Walid Fakhry",69,30,"£15,000,000","£40,000,000",,info@soho-sq.com
,Venture Wave Capital,https://venturewave.com,Ireland,Dublin,"Food & Beverage, Education, Health & Wellness, E-Commerce, Fintech, Cloud, SaaS, Climate & Sustainability",Early Stage,2018,"Brian Martin, Feargal Brady",,,"€1,000,000","€25,000,000",,info@venturewave.com
,Xyence Capital,https://xyence.com/,Italy,Milan,"Biotech, Healthcare, Life Sciences",Early Stage,2021,Sergio Buonanno,13,,,,"€205,000,000",info@xyence.vc
,First Minute Capital,https://www.firstminute.capital/,United Kingdom,London,"SaaS, Deep Tech & Hard Science, Climate & Sustainability, Crypto & Blockchain, Gaming, Consumer, Fintech, Healthcare, Food & Beverage, Proptech & Real Estate, E-Commerce, Enterprise, Open-Source",Seed,2017,"Brent Hoberman, Spencer Crawley",112,,"$250,000","$5,000,000","$320,000,000",team@firstminute.capital
,Flaspoint,https://flashpointvc.com/,United Kingdom,London,"Enterprise, SaaS",Series A,2012,"Michael Szalontay, Alex Konoplyasty",,,"$1,000,000","$4,000,000",,
,Picus Capital,https://www.picuscap.com/,"United Kingdom, USA, Germany, China","Beijing, New York, London, Berlin, Munich","Proptech & Real Estate, Fintech, Human Resources, Energy, Mobility, E-Commerce, Healthcare","Pre-Seed, Seed, Series A",2015,"Alexander Samwer, Jeremias Heinrich",110,,"$250,000","$750,000","$850,000,000",info@picuscap.com
,Cusp Capital,https://www.cuspcapital.com/,Germany,"Berlin, Essen","SaaS, Climate & Sustainability",Early Stage,2021,Christian Winter,60,6,,,"$361,000,000",
,Ride Home Fund,https://www.ridehomefund.com/,USA,Brooklyn,"Cybersecurity, AI & ML, Fintech, Crypto & Blockchain, Big Data & Analytics, Sports","Seed, Series A, Series B",2021,Brian McCullough,15,,"$50,000","$250,000",,brian@ridehomefund.com
,Red Rice Ventures,https://www.redriceventures.com/,United Kingdom,London,"Consumer, DTC","Seed, Series A",2018,Tom March,14,,"£250,000","£2,000,000","£50,000,000",info@redriceventures.com
