Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
Thumbay Group (Gulf Medical University),Venture Capital,$1B+ (estimated conglomerate valuation),$10M-$100M,"Ajman, United Arab Emirates",Diversified Conglomerate,Healthcare; Education; Real Estate & Hospitality; Retail; Technology,Growth,,1998,1001-5000,https://www.thumbay.com,https://www.linkedin.com/company/thumbay-group/,https://twitter.com/ThumbayGroup,,,,"Thumbay Group is a diversified international business conglomerate headquartered in the UAE, with interests spanning healthcare, education, real estate, hospitality, retail, and technology. Founded by Dr. Thumbay Moideen, the group owns and operates Gulf Medical University, multiple hospitals, clinics, pharmacies, and lifestyle facilities across the Middle East, Africa, and Asia.",,smart_import,enriched,7eb04069-f173-4005-94eb-9827e1c47f9e
Tiller Partners LLC,Private,$500M-$1B,$1M-$10M,"New York, United States",Financial Services,Technology; Fintech; Digital Assets; Software; Blockchain,Seed; Series A; Series B; Growth,,2012,1-10,https://www.tillerpartnersllc.com,https://www.linkedin.com/company/tiller-partners-llc,,,,,"Tiller Partners LLC is a single-family office representing the investment interests of Csaba Konkoly, a technology entrepreneur and investor. The firm focuses on early-stage to growth investments in technology, fintech, and digital assets, with a particular emphasis on disruptive innovation and long-term value creation.",,folk,enriched,1a25e978-aa8d-4cf4-8403-7334efd86000
Timeo Neutral Sicav,Family Office,€500M,€10M-€50M,"Luxembourg, Luxembourg",Asset Management,Financial Services; Technology; Quantitative Finance,Growth,,2010,11-50,https://www.timeoneutral.com,https://www.linkedin.com/company/timeo-neutral-sicav,,,,,"Timeo Neutral Sicav is a Luxembourg-based alternative investment fund specializing in multi-strategy, market-neutral, and absolute return strategies. The fund aims to deliver consistent returns with low volatility by employing quantitative and systematic investment approaches across global financial markets.",,,enriched,115f03fd-c103-4ac4-8b5c-bf72c19ef71e
Todi Group,Venture Capital,"$500M+ (estimated, including tea estate assets)",$1M-$10M,"Jorhat, India","Conglomerate (Tea, Agriculture, Real Estate, Hospitality)",Tea; Agriculture; Real Estate; Hospitality; AgriTech,Growth; Bridge,,1920,501-1000,https://www.todigroup.com,https://www.linkedin.com/company/todi-group/,,,,,"Todi Group is a prominent family-owned conglomerate based in Assam, India, with deep roots in the tea industry. The group operates multiple tea estates and diversified businesses, including agriculture, real estate, and hospitality, while also making strategic investments in related sectors.",,smart_import,enriched,e8d4978d-2881-4963-90ed-33df258cb264
Topcem / Lohia Group,Venture Capital,Estimated $500M-$1B (including group assets),$10M-$100M,"Guwahati, India",Industrial Conglomerate,Cement; Steel; Infrastructure; Manufacturing,Growth,,1980,501-1000 (group-wide),https://www.topcemcement.com,https://www.linkedin.com/company/lohia-group/,,,,,"Topcem, part of the Lohia Group, is a diversified family-owned conglomerate with core interests in cement manufacturing, steel, and infrastructure. The group operates primarily in Northeast India and is known for its strategic investments in industrial and infrastructure projects, leveraging its deep regional expertise and long-term growth focus.",,smart_import,enriched,dec90b5d-a9c0-448f-99aa-c52f4ed7fdde
"Torrent Group (Torrent Pharma, Torrent Power)",Venture Capital,$5B+ (estimated family wealth),$10M-$100M,"Ahmedabad, India","Conglomerate (Pharmaceuticals, Power, Investments)",Pharmaceuticals; Healthcare; Power & Energy; Infrastructure; Technology,Growth; Series C; Series D,,1959,10000+ (group-wide),https://www.torrentgroup.com,https://www.linkedin.com/company/torrent-group/,https://twitter.com/TorrentGroup,,,,"The Torrent Group is a diversified Indian conglomerate with a strong presence in pharmaceuticals and power sectors, controlled by the Lalbhai family. It operates through its flagship companies, Torrent Pharmaceuticals and Torrent Power, while also managing investments and wealth through its family office structure, focusing on strategic growth opportunities in healthcare, energy, and technology.",,smart_import,enriched,af76611f-4124-486c-8592-27f673184f54
Totuka Jewelers,Venture Capital,$200M-$500M,$500K-$5M,"Jaipur, India",Luxury Goods & Investments,Luxury Goods; Real Estate; Technology; Manufacturing,Seed; Series A; Series B; Growth,,1985,50-200,https://www.totukajewelers.com,https://www.linkedin.com/company/totuka-jewelers/,,,,,"Totuka Jewelers is a family-owned enterprise based in Jaipur, India, with a legacy in the jewelry and gemstone industry. While primarily known for its high-end jewelry manufacturing and retail operations, the Totuka family office invests in diverse sectors, including real estate, technology, and traditional businesses, leveraging generational wealth and industry expertise.",,smart_import,enriched,5269bd16-c8c0-4188-93c9-91a59773311c
Triangle Peak Partners,Family Office,$1B+,$10M-$50M,"Dallas, United States",Investment Management,Technology; Real Estate; Private Equity; Financial Services; Healthcare,Growth; Series C; Series D; Bridge,,2008,11-50,https://www.trianglepeakpartners.com,https://www.linkedin.com/company/triangle-peak-partners,,,,"500 Crescent Court, Suite 1600","Triangle Peak Partners is a single-family office managing the wealth of the Morgan family, founded by Mike Morgan. The firm focuses on direct investments in technology, real estate, and private equity, with a preference for long-term, value-oriented opportunities in North America and Europe.",,folk,enriched,0be7288a-4754-46f9-b31c-23883c50741e
Trident Group,Venture Capital,"$1B+ (estimated, including diversified assets)",$1M-$50M,"Surat, India",Conglomerate,Diamonds & Jewelry; Textiles; Real Estate; Manufacturing,Growth; Bridge,,1985,1001-5000,https://www.tridentgroup.co.in,https://www.linkedin.com/company/trident-group-india/,,,,,"Trident Group is a diversified conglomerate and family office primarily associated with the Laljibhai Patel family, with deep roots in the diamonds and jewelry industry. The group has expanded its investments across textiles, real estate, and other sectors, leveraging its expertise in global trade and manufacturing.",,smart_import,enriched,62064ab1-a854-4021-9a4b-e2137cd38406
Trois I Investments Industriels Internationaux,Holding Company,$500M-$1B,€1.5M-€5M,"Luxembourg, Luxembourg","DeepTech, Financials, Healthcare services, Industrials, Media and Entertainment, New Space Economy, Pharma and Biotech, Shipping",DeepTech; Financials; Healthcare services; Industrials; Media and Entertainment; New Space Economy; Pharma and Biotech; Shipping,Series A; Series B; Growth,,1998,11-50,http://www.trois-i.lu/,https://www.linkedin.com/company/trois-i-investments-industriels-internationaux/,,,,"Luxembourg; 2, rue Albert Borschette; Luxembourg; L-1246","Trois I Investments Industriels Internationaux is a family-owned holding company and investment office based in Luxembourg, focusing on long-term equity investments across diverse sectors such as DeepTech, Healthcare, Industrials, and Financials. Established in the late 1990s, the firm leverages Luxembourg’s strategic position as a financial hub to deploy capital in high-growth opportunities, primarily in Europe and North America, with a disciplined, value-oriented approach.",,folk,enriched,f7857877-cd19-4778-975a-5bf91f548fdc
Tschudi Group (Tschudi family),Family Office,"$1B+ (estimated, including operational assets)",$10M-$100M,"Lysaker, Norway",Maritime & Logistics,Shipping; Logistics; Maritime; Offshore Services; Renewable Energy; Infrastructure,Growth; Bridge,,1887,51-200,https://www.tschudigroup.com,https://www.linkedin.com/company/tschudi-group,,,,,"The Tschudi Group is a Norwegian family-owned conglomerate with deep roots in shipping, logistics, and maritime services. The group operates as a family office with investments spanning shipping, offshore services, renewable energy, and infrastructure, leveraging a long-standing operational expertise in large-scale maritime and industrial projects.",,folk,enriched,aee63a08-7560-43f1-818d-191b5d4e87bd
TTK Group,Venture Capital,"$1B+ (estimated, including group assets)",$1M-$20M,"Chennai, India",Conglomerate & Family Office,Consumer Durables; Healthcare; Food Processing; Real Estate; Investments,Growth; Series C; Series D,,1928,501-1000 (group-wide),https://www.ttkgroup.com,https://www.linkedin.com/company/ttk-group/,,,,,"TTK Group is a diversified conglomerate and family office founded by the late T.T. Krishnamachari, a prominent Indian industrialist and former Finance Minister of India. The group has interests spanning consumer durables, healthcare, food processing, and investments, with a legacy of over nine decades in business and wealth management.",,smart_import,enriched,522fe08b-bfac-405e-bd54-6feb56983c07
Turim Family Office,Family Office,$1B+,$5M-$50M,"São Paulo, Brazil",Wealth Management & Advisory,Real Estate; Private Equity; Infrastructure; ESG & Impact; Financial Services,Growth; Bridge,,2002,11-50,https://www.turim.com.br,https://www.linkedin.com/company/turim-family-office/,,,,,"Turim Family Office is a multi-family office based in Brazil, providing institutional-grade wealth management, asset allocation, ESG-focused investments, and philanthropic planning services. The firm caters to ultra-high-net-worth families and individuals, emphasizing long-term capital preservation and sustainable growth across diversified asset classes.",,folk,enriched,6c28121c-51f4-4767-b65f-63960b89906e
Téthys / Téthys Invest (Bettencourt Meyers),Family Office,$70B–$90B,$50M–$500M,"Paris, France","Family Office, Private Equity, Venture Capital",Healthcare; Biotechnology; Education; Technology; Private Equity Funds,Growth; Series C; Series D; Bridge,,2010,11-50,https://www.lauxeracapital.com,https://www.linkedin.com/company/lauxera-capital-partners,,,,,"Téthys Invest is the single-family office of Françoise Bettencourt Meyers, heiress to the L'Oréal fortune, and one of the largest family offices in Europe. The firm focuses on long-term investments in healthcare, education, technology, and private equity funds, with a strong emphasis on impactful and selective opportunities through its investment arm, Lauxera Capital Partners.",,folk,enriched,50a68e1e-86e5-4e0b-9f4f-3078959df21e
Téthys Invest (Bettencourt Meyers),Family Office,€70B+,€50M-$500M,"Paris, France","Family Office, Private Equity, Venture Capital",Healthcare; Biotechnology; Diagnostics; Education; Private Equity Funds,Growth; Series C; Series D,,2010,11-50,Not publicly disclosed,https://www.linkedin.com/company/tethys-invest/,,,,,"Téthys Invest is the single-family office of Françoise Bettencourt Meyers, heiress to the L'Oréal fortune. The firm focuses on long-term investments in healthcare, diagnostics, education, and private equity funds, with a strategic partnership with Lauxera Capital Partners for venture investments.",,folk,enriched,cef8db4f-5b41-4336-9e22-4e985fd3f715
